CountOfRecords,MAIN_CONDITION,MAIN_OPERATION,MAIN_OPERATION_B,OTHER_OPERATION_1,OTHER_OPERATION_1B,OTHER_OPERATION_2,OTHER_OPERATION_2B,OTHER_OPERATION_3,OTHER_OPERATION_3B
20,I839,L853,Z943,L871,Z943,L874,Z943,,
12,I839,L853,Z941,,,,,,
900,I839,L851,Z943,L871,Z943,L874,Z943,,
36,I839,L851,Z941,,,,,,
7,I839,L871,Z943,L874,Z941,,,,
78,I839,L852,Z942,L874,Z942,,,,
63,I839,L851,Z943,L871,Z943,,,,
173,I839,L862,Z942,,,,,,
26,I839,L851,Z943,L874,Z941,,,,
21,I839,L851,Z943,L874,,,,,
490,I839,,,,,,,,
6,I839,L851,Z942,L874,Z943,,,,
6,I839,L846,Z942,,,,,,
7,I839,L879,Y713,,,,,,
16,I839,L875,,,,,,,
10,I839,L848,Z943,,,,,,
23,I839,L851,Z943,L871,Z943,L874,Z941,,
38,I839,L851,Z942,L871,,,,,
11,I839,L851,Z942,L871,Z942,L874,,,
73,I839,L852,Z943,L874,Z943,,,,
20,I839,L851,Z943,L874,Z943,L871,Z943,,
73,I839,L851,Z943,,,,,,
102,I839,L883,Z943,,,,,,
16,I839,L851,Z941,L874,Z941,L873,Z941,,
11,I839,L851,Z941,L871,Z941,L874,,,
46,I839,L871,Z943,L874,Z943,,,,
7,I839,L879,Z943,,,,,,
7,I839,L845,Z943,,,,,,
7,I839,L853,,,,,,,
12,I839,L859,Z942,L873,Z942,L874,Z942,,
83,I839,L851,Z941,L873,Z941,L874,Z941,,
9,I839,L844,Z941,,,,,,
44,I839,L851,,L874,,,,,
9,I839,L848,Z942,,,,,,
141,I839,L881,Z943,,,,,,
221,I839,L841,Z941,,,,,,
8,I839,L851,Z943,L871,,L874,,,
25,I839,L841,,,,,,,
14,I839,L851,Z943,L871,Z943,L874,,,
10,I839,L852,Z942,L874,Z941,,,,
20,I839,L875,Z395,,,,,,
8,I839,L851,Z942,L871,Z941,L874,Z941,,
11,I839,L851,Z395,L875,Z395,,,,
21,I839,L849,Z943,,,,,,
27,I839,L851,,,,,,,
42,I839,L874,,,,,,,
6,I839,L842,Z941,,,,,,
10,I839,L853,Z941,L874,Z941,,,,
6,I839,L851,Y713,L874,Y713,,,,
6,I839,H259,,,,,,,
21,I839,L881,,,,,,,
357,I839,L851,Z942,L874,Z942,,,,
14,I839,L851,Z941,L852,Z941,,,,
203,I839,L862,Z943,,,,,,
13,I839,L851,Z943,L852,Z943,,,,
34,I839,L844,Z943,,,,,,
22,I839,L883,Z941,,,,,,
7,I839,L875,Z943,,,,,,
561,I839,L841,Z942,,,,,,
54,I839,L861,Z943,,,,,,
374,I839,L851,Z943,L874,Z943,,,,
37,I839,L851,,L871,,L874,,,
27,I839,L859,Z943,L873,Z943,L874,Z943,,
19,I839,L851,Z942,L871,Z942,L874,Z941,,
12,I839,L851,Z943,L874,Z943,L873,Z943,,
10,I839,L851,Z943,L862,Z943,,,,
126,I839,L881,Z942,,,,,,
21,I839,L852,Z943,,,,,,
35,I839,L851,Z942,L874,Z941,,,,
38,I839,L861,Z942,,,,,,
18,I839,L883,,,,,,,
16,I839,L861,,,,,,,
19,I839,L853,Z942,L871,Z942,L874,Z942,,
8,I839,X558,Y903,,,,,,
6,I839,L851,Z941,L874,Z941,L871,Z942,,
7,I839,L859,,L873,,L874,,,
127,I839,L851,Z942,L873,Z942,L874,Z942,,
9,I839,L871,Z941,L851,Z941,,,,
7,I839,L851,,L875,,,,,
10,I839,L871,,L874,,,,,
10,I839,L851,Z941,L874,Z941,L871,Z941,,
7,I839,L882,Z941,L874,Z941,,,,
11,I840,H531,,,,,,,
11,I840,H511,,,,,,,
19,I840,,,,,,,,
7,I841,H289,,,,,,,
67,I841,H511,,,,,,,
22,I841,H229,,,,,,,
9,I841,H259,,H523,,,,,
6,I841,H538,Y259,,,,,,
7,I841,H259,,H524,,,,,
7,I841,H511,,H482,,,,,
25,I841,H524,,,,,,,
10,I841,H511,,H289,,,,,
20,I841,H524,,H259,,,,,
110,I841,H259,,,,,,,
13,I841,H513,,,,,,,
57,I841,,,,,,,,
8,I842,H482,,,,,,,
10,I842,H511,,H524,,,,,
6,I842,H524,,H444,,,,,
6,I842,H511,,H444,,,,,
7,I842,H259,,H523,,,,,
8,I842,H511,,H289,,,,,
14,I842,H538,Y259,,,,,,
9,I842,H524,,H289,,,,,
19,I842,H482,,H524,,,,,
97,I842,H259,,,,,,,
39,I842,H524,,,,,,,
150,I842,H511,,,,,,,
26,I842,H229,,,,,,,
9,I842,H444,,,,,,,
12,I842,H524,,H482,,,,,
13,I842,H513,,,,,,,
16,I842,H524,,H259,,,,,
7,I842,H251,Z291,,,,,,
6,I842,H444,,H524,,,,,
36,I842,H511,,H482,,,,,
13,I842,,,,,,,,
101,I843,H531,,,,,,,
46,I843,H511,,,,,,,
177,I843,,,,,,,,
8,I844,H524,,,,,,,
19,I844,H259,,,,,,,
6,I844,H513,,,,,,,
66,I844,,,,,,,,
60,I844,H511,,,,,,,
6,I844,H531,,,,,,,
10,I845,H511,,H482,,,,,
19,I845,H259,,,,,,,
8,I845,H531,,H289,,,,,
8,I845,H229,,,,,,,
34,I845,H531,,,,,,,
9,I845,H513,,,,,,,
11,I845,H538,Y259,,,,,,
49,I845,H511,,,,,,,
67,I845,,,,,,,,
6,I846,H482,,H481,,,,,
578,I846,H482,,,,,,,
37,I846,H482,,H444,,,,,
6,I846,H482,Y131,,,,,,
11,I846,H482,,H259,,,,,
63,I846,H482,,H524,,,,,
7,I846,H289,,H482,,,,,
23,I846,,,,,,,,
16,I846,H444,,,,,,,
8,I846,H482,,H541,,,,,
11,I846,H229,,,,,,,
8,I846,H259,,H482,,,,,
18,I846,H482,,H289,,,,,
28,I846,H511,,H482,,,,,
6,I846,H444,,H289,,H482,,,
11,I846,H444,,H482,,H524,,,
23,I846,H511,,,,,,,
42,I846,H259,,,,,,,
9,I846,H251,Z298,,,,,,
7,I846,H481,,H482,,,,,
25,I846,H482,,H511,,,,,
47,I846,H444,,H482,,,,,
13,I846,H482,,H568,Y388,,,,
10,I846,H524,,H482,,,,,
57,I847,H531,,,,,,,
6,I847,H518,,,,,,,
43,I847,H511,,,,,,,
204,I847,,,,,,,,
22,I848,H251,Z291,,,,,,
21,I848,H289,,,,,,,
416,I848,H259,,,,,,,
20,I848,H251,Z298,,,,,,
6,I848,G459,,H259,,,,,
12,I848,H531,,,,,,,
6,I848,H251,Z286,,,,,,
21,I848,H444,,,,,,,
9,I848,H511,,H444,,,,,
9,I848,H508,Y263,,,,,,
8,I848,H528,Y263,,,,,,
8,I848,H511,,H259,,,,,
25,I848,H259,,H523,,,,,
10,I848,H221,Z288,,,,,,
352,I848,,,,,,,,
38,I848,H513,,,,,,,
8,I848,X339,,,,,,,
12,I848,H251,,,,,,,
6,I848,H229,,H524,,,,,
9,I848,H511,,H481,,,,,
13,I848,H511,,H482,,,,,
19,I848,H524,,H259,,,,,
22,I848,H259,,H524,,,,,
12,I848,H518,,,,,,,
10,I848,H444,,H511,,,,,
19,I848,H511,,H524,,,,,
39,I848,H538,Y259,,,,,,
398,I848,H511,,,,,,,
97,I848,H524,,,,,,,
6,I848,H251,Z294,,,,,,
13,I848,H523,,,,,,,
30,I848,H511,,H289,,,,,
7,I848,X332,,,,,,,
9,I848,H533,,,,,,,
11,I848,H524,,H289,,,,,
111,I848,H229,,,,,,,
14,I849,H538,,,,,,,
961,I849,H511,,,,,,,
7,I849,H511,,H289,,H444,,,
15,I849,H531,,,,,,,
6,I849,H221,Z287,,,,,,
33,I849,H251,,,,,,,
8,I849,H509,,,,,,,
9,I849,H524,,H568,Y388,,,,
6,I849,H289,,H523,,,,,
56,I849,H259,,H523,,,,,
7,I849,H289,,H511,,,,,
17,I849,H524,,H481,,,,,
50,I849,H513,,,,,,,
355,I849,,,,,,,,
6,I849,H524,,X308,Z292,,,,
26,I849,H518,,,,,,,
8,I849,H511,,H481,,,,,
17,I849,H524,,H289,,,,,
85,I849,H259,,H524,,,,,
8,I849,H523,,H289,,,,,
54,I849,H524,,H259,,,,,
118,I849,H229,,,,,,,
6,I849,H508,,,,,,,
6,I849,H528,Y268,,,,,,
23,I849,H511,,H259,,,,,
12,I849,H259,,H511,,,,,
24,I849,H511,,H524,,,,,
7,I849,H523,,H444,,,,,
7,I849,H482,,H524,,,,,
6,I849,H259,,G459,,,,,
17,I849,L703,Y532,,,,,,
20,I849,H289,,,,,,,
9,I849,H521,,,,,,,
19,I849,H251,Z291,,,,,,
53,I849,H511,,H289,,,,,
7,I849,H229,,H524,,,,,
8,I849,G459,,H259,,,,,
9,I849,H528,,,,,,,
32,I849,H524,,H444,,,,,
6,I849,H444,,H523,,,,,
649,I849,H259,,,,,,,
9,I849,H251,Z287,,,,,,
74,I849,H528,Y263,,,,,,
22,I849,H508,Y263,,,,,,
8,I849,H221,,,,,,,
7,I849,H511,,H418,Y903,,,,
6,I849,H482,,,,,,,
34,I849,H251,Z298,,,,,,
26,I849,H511,,H444,,,,,
7,I849,H444,,H524,,H562,,,
63,I849,H511,,H482,,,,,
30,I849,H444,,,,,,,
21,I849,H538,Y259,,,,,,
47,I849,H523,,,,,,,
29,I849,H251,Z286,,,,,,
24,I849,H538,Y263,,,,,,
281,I849,H524,,,,,,,
9,I849,H251,Z294,,,,,,
28,I849,H519,,,,,,,
25,I849,H524,,H482,,,,,
6,I849,H444,,H259,,,,,
18,I849,H444,,H511,,,,,
7,I849,H289,,H444,,,,,
6,I849,H289,,H524,,,,,
33,I849,H444,,H524,,,,,
11,I849,H221,Z298,,,,,,
21,I849,H523,,H259,,,,,
8,I850,G144,,,,,,,
6,I850,G435,Y071,,,,,,
537,I850,,,,,,,,
7,I850,G104,,,,,,,
94,I850,G459,,,,,,,
12,I850,G458,,,,,,,
10,I850,X332,,,,,,,
108,I850,G437,Z271,,,,,,
70,I850,G438,Z271,,,,,,
38,I850,G437,,,,,,,
12,I850,G434,Z271,,,,,,
7,I850,X332,,X299,,,,,
7,I850,T462,,,,,,,
18,I850,X339,,,,,,,
7,I850,G174,,,,,,,
183,I859,G438,Z271,,,,,,
8,I859,G451,Z274,,,,,,
11,I859,X332,,,,,,,
6,I859,G459,,H259,,,,,
40,I859,G458,,,,,,,
30,I859,G451,,,,,,,
9,I859,G437,,,,,,,
20,I859,G148,,,,,,,
7,I859,G104,,,,,,,
19,I859,G169,,,,,,,
11,I859,G451,Z278,,,,,,
13,I859,G158,,,,,,,
8,I859,G458,,G104,,,,,
9,I859,G144,,,,,,,
7,I859,G451,Z273,,,,,,
33,I859,G448,Z271,,,,,,
186,I859,,,,,,,,
69,I859,G437,Z271,,,,,,
9,I859,G148,Y071,,,,,,
7,I859,G451,Z271,,,,,,
63,I859,G451,Z272,,,,,,
13,I859,G448,,,,,,,
13,I859,G435,Y071,,,,,,
802,I859,G459,,,,,,,
10,I861,N191,,,,,,,
9,I861,N192,Z942,,,,,,
38,I861,N192,Y531,,,,,,
13,I861,N192,,,,,,,
63,I861,N191,Z943,,,,,,
15,I861,N192,Y532,,,,,,
52,I861,,,,,,,,
172,I861,N192,Z943,,,,,,
12,I861,N191,Y752,,,,,,
6,I861,N191,Y508,,,,,,
9,I861,N198,Z943,,,,,,
11,I864,G433,Z272,,,,,,
6,I864,G451,Z272,,,,,,
42,I864,G459,,,,,,,
7,I864,G434,Z272,,,,,,
50,I864,,,,,,,,
9,I864,X332,,,,,,,
9,I864,G436,Z272,,,,,,
16,I864 D,G433,Z272,,,,,,
6,I864 D,G432,Z272,,,,,,
31,I864 D,X332,,,,,,,
7,I864 D,G433,,,,,,,
17,I864 D,,,,,,,,
51,I868,,,,,,,,
40,I870,,,,,,,,
15,I871,X558,Y903,,,,,,
19,I871,L948,Y022,,,,,,
12,I871,L793,,,,,,,
7,I871,L793,L769,,,,,,
7,I871,X558,Y902,,,,,,
180,I871,,,,,,,,
204,I872,,,,,,,,
25,I872,X558,Y903,,,,,,
37,I878,,,,,,,,
7,I878,X558,Y903,,,,,,
12,I879,L791,Y539,,,,,,
13,I880,U082,,,,,,,
8,I880,X299,,,,,,,
23,I880,X558,Y903,,,,,,
7,I880,T439,,T463,,,,,
7,I880,H019,,,,,,,
71,I880,T439,,,,,,,
11,I880,H013,,,,,,,
1272,I880,,,,,,,,
6,I881,T872,Z943,,,,,,
20,I881,,,,,,,,
6,I881,T872,Z942,,,,,,
6,I888,E639,T874,,,,,,
153,I889,,,,,,,,
42,I889,X292,,,,,,,
7,I889,E631,,,,,,,
8,I889,T872,Z943,,,,,,
297,I890,,,,,,,,
14,I890,S622,Z909,,,,,,
18,I890,X558,Y903,,,,,,
95,I890,S622,Z504,,,,,,
6,I890,X292,,,,,,,
9,I890,S622,Z495,,,,,,
15,I890,S622,Z501,,,,,,
37,I891,,,,,,,,
35,I898,,,,,,,,
8,I899,,,,,,,,
24,I950,,,,,,,,
54,I951,X558,Y903,,,,,,
6,I951,U082,,,,,,,
6,I951,U073,,U199,,,,,
4829,I951,,,,,,,,
7,I951,U051,,,,,,,
14,I951,X292,,,,,,,
8,I951,M479,,,,,,,
11,I951,X299,,,,,,,
7,I951,X332,,,,,,,
35,I951,U199,,,,,,,
7,I951,K668,,,,,,,
31,I951,U548,,,,,,,
15,I951,U199,,U073,,,,,
9,I951,U297,,,,,,,
11,I951,G459,,,,,,,
8,I952,X299,,,,,,,
11,I952,X558,Y903,,,,,,
656,I952,,,,,,,,
48,I958,,,,,,,,
13,I959,X299,,,,,,,
6,I959,X349,,,,,,,
1324,I959,,,,,,,,
9,I959,X558,Y903,,,,,,
6,I959,X332,,,,,,,
22,I959,X292,,,,,,,
8,I971,,,,,,,,
18,I972,,,,,,,,
6,I972,S622,Z501,,,,,,
28,I978,,,,,,,,
9,I979,,,,,,,,
12,I982 A,,,,,,,,
7,I982 A,G459,,,,,,,
6,I982 A,G437,Z271,,,,,,
24,I983 A,G437,Z271,,,,,,
57,I983 A,,,,,,,,
19,I99X,L473,,,,,,,
39,I99X,L634,,,,,,,
292,I99X,,,,,,,,
14,I99X,X298,,,,,,,
9,I99X,X095,Z942,,,,,,
7,I99X,L264,Z342,,,,,,
21,I99X,L264,,,,,,,
7,I99X,X292,,,,,,,
19,I99X,L721,,,,,,,
332,J00X,,,,,,,,
12,J010,,,,,,,,
31,J011,,,,,,,,
8,J012,,,,,,,,
10,J018,,,,,,,,
9,J019,A559,,,,,,,
202,J019,,,,,,,,
233,J020,,,,,,,,
221,J028,,,,,,,,
13,J029,F341,E201,,,,,,
11,J029,X298,,,,,,,
11,J029,A559,,,,,,,
14,J029,E369,,,,,,,
24,J029,F341,,,,,,,
6,J029,F341,Z941,,,,,,
9,J029,E253,,,,,,,
12,J029,E369,,G199,,,,,
15,J029,E659,,,,,,,
15,J029,X299,,,,,,,
33,J029,X292,,,,,,,
7,J029,E259,,,,,,,
1088,J029,,,,,,,,
249,J030,,,,,,,,
7,J030,X292,,,,,,,
101,J038,,,,,,,,
119,J039,F341,E204,,,,,,
410,J039,F344,,,,,,,
16,J039,F341,,F365,,,,,
10,J039,F341,,E253,,,,,
17,J039,F341,Z942,,,,,,
6,J039,D151,,F341,E201,,,,
14,J039,F341,E201,D151,Z941,,,,
4251,J039,F341,,,,,,,
486,J039,F341,E201,,,,,,
13,J039,F349,Z943,,,,,,
32,J039,F341,,E276,,,,,
16,J039,A559,,,,,,,
24,J039,F363,,,,,,,
7,J039,F363,Z942,,,,,,
35,J039,F344,E201,,,,,,
7,J039,F341,E201,D153,Z941,,,,
7374,J039,,,,,,,,
11,J039,F347,,,,,,,
394,J039,X292,,,,,,,
367,J039,F349,,,,,,,
6,J039,F341,E201,D153,,,,,
50,J039,X299,,,,,,,
30,J039,F349,E201,,,,,,
13,J039,F341,E204,D151,Z941,,,,
11,J039,F341,,E659,,,,,
11,J039,F341,E201,D151,,,,,
9,J039,E201,,,,,,,
15,J039,F349,Z942,,,,,,
42,J039,X298,,,,,,,
46,J039,F344,E204,,,,,,
7,J039,X292,,X292,,,,,
7,J039,E341,,,,,,,
316,J039,F341,Z941,,,,,,
10,J039,E659,,,,,,,
15,J039,X352,,,,,,,
7,J040,E371,,,,,,,
9,J040,E659,,,,,,,
7,J040,E361,,,,,,,
8,J040,X292,,,,,,,
6,J040,E253,,,,,,,
8,J040,E369,,,,,,,
123,J040,,,,,,,,
170,J041,,,,,,,,
40,J042,,,,,,,,
10,J050,E499,,,,,,,
4458,J050,,,,,,,,
19,J050,E893,,,,,,,
8,J051,E253,,,,,,,
151,J051,,,,,,,,
9,J051,E369,,,,,,,
17,J051,E659,,,,,,,
15,J060,,,,,,,,
31,J068,,,,,,,,
13,J069,X298,,,,,,,
8,J069,U199,,,,,,,
16,J069,U073,,,,,,,
8,J069,X299,,,,,,,
34,J069,A559,,,,,,,
7,J069,U073,,U199,,,,,
33,J069,X292,,,,,,,
22,J069,X558,Y903,,,,,,
17,J069,X352,,,,,,,
6,J069,E499,,,,,,,
13600,J069,,,,,,,,
14,J069,U199,,U073,,,,,
7,J069,X349,,,,,,,
6,J069,E369,,,,,,,
21,J09X,,,,,,,,
6,J100,E423,,,,,,,
16,J100,X292,,,,,,,
1078,J100,,,,,,,,
3130,J101,,,,,,,,
7,J101,U542,,,,,,,
25,J101,A559,,,,,,,
8,J101,E852,,,,,,,
27,J101,X292,,,,,,,
75,J108,,,,,,,,
138,J110,,,,,,,,
7,J111,X292,,,,,,,
750,J111,,,,,,,,
61,J118,,,,,,,,
39,J120,,,,,,,,
167,J121,,,,,,,,
13,J122,X292,,,,,,,
138,J122,,,,,,,,
146,J123,,,,,,,,
124,J128,,,,,,,,
161,J129,,,,,,,,
49,J13X,X292,,,,,,,
15,J13X,X352,,,,,,,
12,J13X,X558,Y903,,,,,,
918,J13X,,,,,,,,
12,J13X,X298,,X299,,,,,
9,J13X,X298,,,,,,,
10,J13X,X352,,X299,,,,,
6,J13X,E492,,,,,,,
55,J13X D,,,,,,,,
9,J14X,E492,,,,,,,
21,J14X,X292,,,,,,,
7,J14X,E494,,,,,,,
10,J14X,E492,Z245,,,,,,
374,J14X,,,,,,,,
12,J14X,X352,,,,,,,
9,J150,X292,,,,,,,
6,J150,E492,,,,,,,
270,J150,,,,,,,,
8,J150 D,,,,,,,,
7,J151,X292,,,,,,,
7,J151,X352,,,,,,,
245,J151,,,,,,,,
8,J151 D,,,,,,,,
6,J152,X292,,X292,,,,,
10,J152,X558,Y903,,,,,,
24,J152,X292,,,,,,,
7,J152,X352,,,,,,,
6,J152,X299,,,,,,,
392,J152,,,,,,,,
11,J152 D,,,,,,,,
26,J153,,,,,,,,
227,J154,,,,,,,,
16,J154,X292,,,,,,,
18,J154 D,,,,,,,,
100,J155,,,,,,,,
